Forward: Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Iterative Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5.
Reverse: Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:
dxRoundTrip,dyRoundTrip,dx,dy,isInsideBBox,srcPPM
-7.070E-005,2.258E-005,-1.773E-003,-7.867E-003,False,116.7
-7.037E-005,2.249E-005,-1.885E-003,-6.501E-003,False,306.2
-6.993E-005,2.266E-005,-1.859E-003,-5.148E-003,False,406.8
-7.022E-005,2.274E-005,-1.220E-003,-3.988E-003,False,361.8
-6.988E-005,2.287E-005,-2.999E-003,-8.361E-003,False,407.1
-7.010E-005,2.250E-005,-2.045E-003,-6.013E-003,False,389.0
