Forward: Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Conversion from DB_Ref_Geod to DB_Ref_Geoc.|>Transformation from DB_Ref_Geoc to ETRS89_DREF91_Geoc.|>Transformation from ETRS89_DREF91_Geoc to EGBT22_Geoc.
Reverse: Transformation from EGBT22_Geoc to ETRS89_DREF91_Geoc.|>Transformation from ETRS89_DREF91_Geoc to DB_Ref_Geoc.|>Conversion from DB_Ref_Geoc to DB_Ref_Geod.|>Conversion from DB_Ref_Geod to DB_Ref_GK5.
dxRoundTrip,dyRoundTrip,dzRoundTrip,dx,dy,dz
-7.073E-005,2.258E-005,-3.237E-005,2.755E-003,2.256E-003,-2.880E-003
-7.040E-005,2.250E-005,-3.312E-005,2.744E-003,2.259E-003,-2.875E-003
-6.996E-005,2.267E-005,-3.393E-005,2.776E-003,2.259E-003,-2.896E-003
-7.024E-005,2.274E-005,-3.328E-005,2.756E-003,2.220E-003,-2.898E-003
-6.990E-005,2.287E-005,-3.391E-005,2.791E-003,2.199E-003,-2.856E-003
-7.013E-005,2.251E-005,-3.369E-005,2.813E-003,2.260E-003,-2.886E-003
