Forward: Conversion from EGBT22_Geod to EGBT22_Geoc.|>Transformation from EGBT22_Geoc to ETRS89_DREF91_Geoc.|>Transformation from ETRS89_DREF91_Geoc to DB_Ref_Geoc.|>Conversion from DB_Ref_Geoc to DB_Ref_Geod.
Reverse: Conversion from DB_Ref_Geod to DB_Ref_Geoc.|>Transformation from DB_Ref_Geoc to ETRS89_DREF91_Geoc.|>Transformation from ETRS89_DREF91_Geoc to EGBT22_Geoc.|>Conversion from EGBT22_Geoc to EGBT22_Geod.
dxRoundTrip,dyRoundTrip,dzRoundTrip,dx,dy,dz
1.845E-010,-9.997E-010,-3.237E-005,3.878E-008,-2.325E-008,1.429E-004
1.914E-010,-9.891E-010,-3.312E-005,3.886E-008,-2.256E-008,1.188E-004
2.030E-010,-9.846E-010,-3.393E-005,3.941E-008,-2.165E-008,1.183E-004
1.972E-010,-9.945E-010,-3.328E-005,3.907E-008,-2.186E-008,1.610E-004
2.062E-010,-9.907E-010,-3.391E-005,3.919E-008,-2.082E-008,1.129E-004
1.977E-010,-9.829E-010,-3.369E-005,3.952E-008,-2.176E-008,7.298E-005
