Forward: Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ellipsoidal height 0.|>Conversion from EGBT22_Geod to EGBT22_EGBT_LDP.
Reverse: Conversion from EGBT22_EGBT_LDP to EGBT22_Geod.|>Transformation from EGBT22_Geod to ETRS89_DREF91 with ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:
dxRoundTrip,dyRoundTrip,dx,dy
-5.821E-011,0.000E+000,6.715E-008,-1.921E-007
5.821E-011,-9.313E-010,6.740E-008,-1.943E-007
5.821E-011,-9.313E-010,6.725E-008,-1.931E-007
-2.328E-010,0.000E+000,6.707E-008,-1.920E-007
1.164E-010,9.313E-010,6.701E-008,-1.939E-007
0.000E+000,-1.863E-009,6.702E-008,-1.946E-007
5.821E-011,-9.313E-010,6.686E-008,-1.933E-007
-2.328E-010,0.000E+000,6.686E-008,-1.922E-007
0.000E+000,0.000E+000,6.719E-008,-1.938E-007
-5.821E-011,0.000E+000,6.679E-008,-1.893E-007
0.000E+000,-9.313E-010,6.720E-008,-1.930E-007
0.000E+000,2.794E-009,6.692E-008,-1.912E-007
3.492E-010,1.863E-009,6.731E-008,-1.928E-007
-1.746E-010,-1.863E-009,6.707E-008,-1.945E-007
-1.164E-010,2.794E-009,6.704E-008,-1.894E-007
5.821E-011,1.863E-009,6.738E-008,-1.871E-007
-2.910E-010,2.794E-009,6.687E-008,-1.924E-007
1.746E-010,1.863E-009,6.716E-008,-1.918E-007
0.000E+000,-1.863E-009,6.743E-008,-1.909E-007
-1.746E-010,-3.725E-009,6.698E-008,-1.949E-007
1.746E-010,-9.313E-010,6.698E-008,-1.932E-007
5.821E-011,9.313E-010,8.157E-008,-2.338E-007
1.746E-010,2.794E-009,8.206E-008,-2.305E-007
0.000E+000,-9.313E-010,8.194E-008,-2.314E-007
0.000E+000,2.794E-009,8.170E-008,-2.290E-007
1.164E-010,-9.313E-010,8.180E-008,-2.354E-007
5.821E-011,2.794E-009,8.186E-008,-2.325E-007
1.164E-010,9.313E-010,8.182E-008,-2.337E-007
1.164E-010,0.000E+000,8.174E-008,-2.297E-007
0.000E+000,3.725E-009,8.155E-008,-2.302E-007
-5.821E-011,0.000E+000,8.191E-008,-2.324E-007
5.821E-011,-9.313E-010,8.180E-008,-2.368E-007
5.821E-011,-9.313E-010,8.201E-008,-2.342E-007
-2.328E-010,0.000E+000,8.163E-008,-2.331E-007
1.164E-010,9.313E-010,8.160E-008,-2.350E-007
0.000E+000,-1.863E-009,8.187E-008,-2.349E-007
5.821E-011,-9.313E-010,8.157E-008,-2.336E-007
-2.328E-010,0.000E+000,8.160E-008,-2.333E-007
0.000E+000,0.000E+000,8.173E-008,-2.341E-007
-5.821E-011,0.000E+000,8.169E-008,-2.290E-007
0.000E+000,-9.313E-010,8.179E-008,-2.341E-007
0.000E+000,2.794E-009,8.160E-008,-2.315E-007
3.492E-010,1.863E-009,8.201E-008,-2.332E-007
-1.746E-010,-1.863E-009,8.158E-008,-2.356E-007
-1.164E-010,2.794E-009,8.158E-008,-2.312E-007
5.821E-011,1.863E-009,8.194E-008,-2.282E-007
-2.910E-010,2.794E-009,8.173E-008,-2.327E-007
1.746E-010,1.863E-009,8.195E-008,-2.307E-007
0.000E+000,-1.863E-009,8.202E-008,-2.320E-007
-1.746E-010,-3.725E-009,8.170E-008,-2.353E-007
1.746E-010,-9.313E-010,8.184E-008,-2.336E-007
