Forward: Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Iterative Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5.
Reverse: Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:
dxRoundTrip,dyRoundTrip,dx,dy
-7.027E-005,2.278E-005,-1.406E-003,-4.775E-003
-7.034E-005,2.284E-005,-1.345E-003,-4.825E-003
-7.032E-005,2.285E-005,-1.361E-003,-4.825E-003
-7.030E-005,2.285E-005,-1.376E-003,-4.826E-003
-7.028E-005,2.285E-005,-1.392E-003,-4.826E-003
-7.027E-005,2.284E-005,-1.408E-003,-4.826E-003
-7.034E-005,2.290E-005,-1.347E-003,-4.876E-003
-7.032E-005,2.290E-005,-1.363E-003,-4.876E-003
-7.030E-005,2.290E-005,-1.378E-003,-4.876E-003
-7.028E-005,2.290E-005,-1.394E-003,-4.877E-003
-7.026E-005,2.290E-005,-1.410E-003,-4.877E-003
-7.034E-005,2.296E-005,-1.349E-003,-4.927E-003
-7.032E-005,2.296E-005,-1.365E-003,-4.927E-003
-7.030E-005,2.296E-005,-1.381E-003,-4.927E-003
-7.028E-005,2.296E-005,-1.396E-003,-4.928E-003
-7.026E-005,2.296E-005,-1.412E-003,-4.928E-003
-7.033E-005,2.302E-005,-1.352E-003,-4.978E-003
-7.032E-005,2.302E-005,-1.367E-003,-4.978E-003
-7.030E-005,2.302E-005,-1.383E-003,-4.978E-003
-7.028E-005,2.302E-005,-1.398E-003,-4.979E-003
-7.026E-005,2.302E-005,-1.414E-003,-4.979E-003
-7.033E-005,2.308E-005,-1.354E-003,-5.029E-003
-7.031E-005,2.308E-005,-1.369E-003,-5.030E-003
-7.030E-005,2.308E-005,-1.385E-003,-5.030E-003
-7.028E-005,2.308E-005,-1.401E-003,-5.030E-003
-7.026E-005,2.307E-005,-1.416E-003,-5.030E-003
-7.034E-005,2.279E-005,-1.689E-003,-6.006E-003
-7.032E-005,2.279E-005,-1.709E-003,-6.006E-003
-7.030E-005,2.279E-005,-1.728E-003,-6.006E-003
-7.029E-005,2.279E-005,-1.748E-003,-6.006E-003
-7.027E-005,2.278E-005,-1.768E-003,-6.006E-003
-7.034E-005,2.284E-005,-1.691E-003,-6.068E-003
-7.032E-005,2.285E-005,-1.711E-003,-6.068E-003
-7.030E-005,2.285E-005,-1.731E-003,-6.068E-003
-7.028E-005,2.285E-005,-1.751E-003,-6.068E-003
-7.027E-005,2.284E-005,-1.770E-003,-6.068E-003
-7.034E-005,2.290E-005,-1.694E-003,-6.131E-003
-7.032E-005,2.290E-005,-1.713E-003,-6.131E-003
-7.030E-005,2.290E-005,-1.733E-003,-6.131E-003
-7.028E-005,2.290E-005,-1.753E-003,-6.131E-003
-7.026E-005,2.290E-005,-1.773E-003,-6.131E-003
-7.034E-005,2.296E-005,-1.696E-003,-6.194E-003
-7.032E-005,2.296E-005,-1.716E-003,-6.194E-003
-7.030E-005,2.296E-005,-1.735E-003,-6.194E-003
-7.028E-005,2.296E-005,-1.755E-003,-6.194E-003
-7.026E-005,2.296E-005,-1.775E-003,-6.194E-003
-7.033E-005,2.302E-005,-1.699E-003,-6.256E-003
-7.032E-005,2.302E-005,-1.718E-003,-6.257E-003
-7.030E-005,2.302E-005,-1.738E-003,-6.257E-003
-7.028E-005,2.302E-005,-1.757E-003,-6.257E-003
-7.026E-005,2.302E-005,-1.777E-003,-6.257E-003
-7.033E-005,2.308E-005,-1.701E-003,-6.320E-003
-7.031E-005,2.308E-005,-1.721E-003,-6.320E-003
-7.030E-005,2.308E-005,-1.740E-003,-6.320E-003
-7.028E-005,2.308E-005,-1.760E-003,-6.320E-003
-7.026E-005,2.307E-005,-1.779E-003,-6.320E-003
