Forward: Conversion from EGBT22_EGBT_LDP to EGBT22_Geod.|>Iterative Transformation from EGBT22_Geod to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5.
Reverse: Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to EGBT22_Geod with DB_Ref ellipsoidal height 0.|>Conversion from EGBT22_Geod to EGBT22_EGBT_LDP.
dxRoundTrip,dyRoundTrip,dx,dy
-7.068E-005,2.192E-005,-1.014E-003,-3.661E-003
-7.066E-005,2.192E-005,-1.026E-003,-3.661E-003
-7.064E-005,2.192E-005,-1.038E-003,-3.661E-003
-7.062E-005,2.192E-005,-1.049E-003,-3.661E-003
-7.069E-005,2.198E-005,-1.005E-003,-3.700E-003
-7.068E-005,2.198E-005,-1.016E-003,-3.700E-003
-7.066E-005,2.198E-005,-1.028E-003,-3.700E-003
-7.064E-005,2.197E-005,-1.040E-003,-3.700E-003
-7.062E-005,2.198E-005,-1.051E-003,-3.701E-003
-7.069E-005,2.203E-005,-1.007E-003,-3.739E-003
-7.068E-005,2.203E-005,-1.018E-003,-3.739E-003
-7.066E-005,2.203E-005,-1.030E-003,-3.740E-003
-7.064E-005,2.203E-005,-1.042E-003,-3.740E-003
-7.062E-005,2.203E-005,-1.053E-003,-3.740E-003
-7.069E-005,2.175E-005,-1.343E-003,-4.775E-003
-7.068E-005,2.175E-005,-1.359E-003,-4.775E-003
-7.066E-005,2.175E-005,-1.374E-003,-4.775E-003
-7.064E-005,2.175E-005,-1.390E-003,-4.775E-003
-7.062E-005,2.175E-005,-1.406E-003,-4.775E-003
-7.069E-005,2.181E-005,-1.345E-003,-4.825E-003
-7.068E-005,2.181E-005,-1.361E-003,-4.825E-003
-7.066E-005,2.181E-005,-1.376E-003,-4.825E-003
-7.064E-005,2.181E-005,-1.392E-003,-4.826E-003
-7.062E-005,2.180E-005,-1.408E-003,-4.826E-003
-7.069E-005,2.187E-005,-1.347E-003,-4.876E-003
-7.068E-005,2.186E-005,-1.363E-003,-4.876E-003
-7.066E-005,2.187E-005,-1.379E-003,-4.876E-003
-7.064E-005,2.187E-005,-1.394E-003,-4.876E-003
-7.062E-005,2.186E-005,-1.410E-003,-4.877E-003
-7.069E-005,2.192E-005,-1.349E-003,-4.927E-003
-7.068E-005,2.192E-005,-1.365E-003,-4.927E-003
-7.066E-005,2.192E-005,-1.381E-003,-4.927E-003
-7.064E-005,2.192E-005,-1.396E-003,-4.927E-003
-7.062E-005,2.192E-005,-1.412E-003,-4.928E-003
-7.069E-005,2.198E-005,-1.352E-003,-4.978E-003
-7.068E-005,2.198E-005,-1.367E-003,-4.978E-003
-7.066E-005,2.198E-005,-1.383E-003,-4.978E-003
-7.064E-005,2.198E-005,-1.399E-003,-4.978E-003
-7.062E-005,2.198E-005,-1.414E-003,-4.979E-003
-7.069E-005,2.203E-005,-1.354E-003,-5.029E-003
-7.068E-005,2.204E-005,-1.369E-003,-5.029E-003
-7.066E-005,2.203E-005,-1.385E-003,-5.030E-003
-7.064E-005,2.203E-005,-1.401E-003,-5.030E-003
-7.062E-005,2.203E-005,-1.416E-003,-5.030E-003
-7.069E-005,2.175E-005,-1.689E-003,-6.005E-003
-7.068E-005,2.175E-005,-1.709E-003,-6.005E-003
-7.066E-005,2.175E-005,-1.729E-003,-6.005E-003
-7.064E-005,2.175E-005,-1.748E-003,-6.006E-003
-7.062E-005,2.175E-005,-1.768E-003,-6.006E-003
-7.069E-005,2.181E-005,-1.691E-003,-6.068E-003
-7.068E-005,2.181E-005,-1.711E-003,-6.068E-003
-7.066E-005,2.181E-005,-1.731E-003,-6.068E-003
-7.064E-005,2.181E-005,-1.751E-003,-6.068E-003
-7.062E-005,2.181E-005,-1.770E-003,-6.068E-003
-7.069E-005,2.186E-005,-1.694E-003,-6.131E-003
-7.068E-005,2.186E-005,-1.713E-003,-6.131E-003
-7.066E-005,2.186E-005,-1.733E-003,-6.131E-003
-7.064E-005,2.187E-005,-1.753E-003,-6.131E-003
-7.062E-005,2.186E-005,-1.773E-003,-6.131E-003
-7.069E-005,2.192E-005,-1.696E-003,-6.193E-003
-7.068E-005,2.192E-005,-1.716E-003,-6.193E-003
-7.066E-005,2.192E-005,-1.736E-003,-6.193E-003
-7.064E-005,2.192E-005,-1.755E-003,-6.194E-003
-7.062E-005,2.192E-005,-1.775E-003,-6.194E-003
-7.069E-005,2.198E-005,-1.699E-003,-6.256E-003
-7.068E-005,2.198E-005,-1.718E-003,-6.256E-003
-7.066E-005,2.198E-005,-1.738E-003,-6.256E-003
-7.064E-005,2.198E-005,-1.758E-003,-6.256E-003
-7.062E-005,2.198E-005,-1.777E-003,-6.257E-003
-7.069E-005,2.204E-005,-1.701E-003,-6.319E-003
-7.068E-005,2.203E-005,-1.721E-003,-6.319E-003
-7.066E-005,2.203E-005,-1.740E-003,-6.320E-003
-7.064E-005,2.203E-005,-1.760E-003,-6.320E-003
-7.062E-005,2.204E-005,-1.780E-003,-6.320E-003
